gene	GSM2157516	GSM2157515	GSM2157514	GSM2157513
9019	0.5	0.69	0.81	0.73
9020	0.42	0.32	0.29	0.49
9021	0.23	0.59	0.45	0.65
9022	-0.47	-0.56	-0.58	-0.52
9023	-0.58	-0.48	-0.52	-0.49
9024	-0.99	-1.34	-1.38	-1.42
9025	0.18	0.18	0.27	0.35
9026	0.85	0.79	0.39	0.43
9027	-1.49	-1.34	-1.38	-1.42
9028	-0.34	-0.37	-0.38	-0.35
9031	2.2	2.2	2.22	2.11
9032	-1.49	-1.34	-1.38	-1.42
9033	-0.99	-1.34	-1.38	-0.9
9034	-0.73	-0.63	-0.49	-0.61
9037	0.09	-0.23	0.21	0.04
9038	-1.49	-1.34	-1.38	-1.42
9039	1.3	1.32	1.47	1.32
9040	1.32	1.15	1.06	1.23
9043	1.58	1.74	1.57	1.38
9044	1.26	1.33	1.49	1.21
9045	2.37	2.2	2.23	2.42
9046	-0.42	-0.41	-0.48	-0.43
9047	-0.99	-1.34	-1.38	-1.42
9048	0.3	0.32	-0.03	0.03
9049	0.97	0.73	0.81	1.08
9050	-0.01	-0.21	-0.28	-0.26
9051	-0.07	-0.17	-0.4	-0.32
9052	1.2	0.86	0.46	0.71
9053	0.18	-0.13	-0.18	-0.17
9054	0.4	0.2	0.22	0.31
9055	1.53	1.53	1.55	1.43
9056	-0.42	-0.32	-0.49	-0.4
9057	0.99	1.34	1.39	1.28
9058	-1.49	-1.34	-1.38	-0.9
9060	-0.44	-0.41	-0.49	-0.42
9061	0.77	0.81	1.03	1.17
9063	1.23	1.48	1.28	1.11
9064	-0.35	-0.45	-0.4	-0.26
9066	0.59	-0.04	-0.31	-0.27
9068	-1.49	-1.34	-1.38	-0.9
9069	1.04	1	1.19	1.05
9070	1.46	1.45	1.36	1.34
9071	-1.49	-1.34	-0.78	-1.42
9073	-1.49	-1.34	-1.38	-1.42
9074	-0.38	-0.51	-0.89	-0.72
9075	-0.99	-1.34	-1.38	-0.9
9076	0.08	0.4	-0.15	-0.23
9079	-0.88	-1.34	-0.47	-0.55
9080	-0.13	-0.5	-0.48	-0.5
9086	1.92	1.83	1.83	1.73
9088	0.31	0.02	0.15	0.28
9091	1.23	0.83	0.97	0.98
9092	1.06	1.02	0.89	1.2
9093	0.97	0.73	0.89	0.81
9094	0.13	0.01	0.05	0.1
9095	-1.49	-1.34	-1.38	-1.42
9096	-0.02	0.31	0.63	0.49
9097	1.79	1.71	1.82	1.65
9099	-0.42	-0.38	-0.34	-0.39
9100	1.5	1.3	1.33	1.38
9101	0.96	1.17	1.09	1.09
9104	-0.52	-0.51	-0.51	-0.64
9107	0.87	1.31	0.85	0.65
9108	-0.18	-0.24	-0.28	-0.28
9110	0.78	0.65	1.04	0.88
9111	0.01	0.14	-0.04	0.01
9112	1.7	1.1	1.38	1.58
9113	1.2	1.09	1.45	1.28
9114	0.86	0.94	0.43	0.51
9117	0.21	-0.02	0.23	0.18
9118	-1.49	-1.34	-0.78	-0.57
9119	-1.49	-1.34	-0.85	-1.42
9120	-0.27	-0.35	-0.3	-0.31
9121	-0.63	-1.34	-0.63	-0.68
9122	-0.57	-0.47	-0.39	-0.57
9123	-0.48	-0.45	-0.39	-0.28
9124	-0.41	-0.28	-0.38	-0.4
9126	1.79	1.94	1.94	1.79
9127	-0.77	-0.65	-0.72	-0.52
9128	0.62	0.67	0.71	0.7
9129	0.44	0.54	0.78	0.65
9130	0.74	0.86	0.58	0.58
9131	1.55	1.41	1.42	1.38
9132	-0.67	-0.59	-0.72	-0.9
9133	1.03	0.89	1.27	1.31
9134	0.53	0.47	0.61	0.45
9135	1.14	1.28	1.21	1.05
9136	0.63	0.37	0.59	0.89
9138	1.17	1.04	0.69	1.01
9139	0.6	0.68	0.89	0.85
9140	0.56	0.72	0.44	0.43
9141	0.39	0.2	0.4	0.35
9143	-0.67	-0.69	-0.75	-0.68
9144	1.4	1.08	0.57	0.87
9145	0.28	-0.17	-0.24	-0.18
9146	1.05	1.01	0.86	1.02
9147	1.05	0.82	1	0.88
9148	0.57	0.63	-0.18	-0.13
9149	-0.36	-0.13	-0.27	-0.27
9150	0.83	0.5	0.91	1.01
9152	-1.49	-0.69	-0.72	-1.42
9153	-1.49	-1.34	-1.38	-1.42
9154	-1.49	-1.34	-1.38	-1.42
9156	0.46	0.38	0.68	0.64
9158	0.12	0.22	0.01	0.11
9159	0.43	0.49	0.47	0.58
9162	-1.49	-0.81	-1.38	-1.42
9166	0.23	0.35	0.31	0.16
9167	1.15	0.9	0.94	1.08
9169	1.64	1.77	1.98	1.84
9170	0.15	0.21	-0.01	0.05
9172	-0.44	-0.38	-0.55	-0.64
9173	-0.09	1.92	1.17	1.03
9175	-0.46	-0.4	-0.33	-0.41
9177	-0.82	-1.34	-1.38	-1.42
9179	0.56	0.49	0.55	0.62
9180	-0.06	0.98	0.56	0.34
9181	1.24	1.18	1.57	1.66
9182	-1.49	-1.34	-1.38	-0.9
9183	0.4	0.41	0.53	0.43
9184	1.3	1.33	1.3	1.33
9185	-0.73	-0.81	-1.38	-0.61
9187	-1.49	-1.34	-1.38	-1.42
9188	2.15	2.12	2.38	2.31
9191	0.42	0.27	0.26	0.46
9194	-0.99	-0.65	-0.89	-0.78
9196	-0.22	-0.43	-0.41	-0.41
9197	0.38	0.5	0.46	0.37
9200	-0.09	-0.04	0.43	0.34
9201	1.06	2.11	1.17	1.03
9202	1.03	1.23	1.15	0.99
9203	0.42	0.46	0.55	0.53
9204	-0.03	0.09	0.02	-0.01
9205	0.41	0.62	0.56	0.43
9208	1.59	1.59	1.54	1.58
9210	-1.49	-1.34	-1.38	-1.42
9211	-0.65	-1.34	-0.85	-0.9
9212	1.06	0.79	1	1.08
9213	0.61	0.8	0.67	0.5
9214	-0.44	-0.78	-1.38	-0.72
9217	1.3	1.21	1.35	1.5
9218	1.44	1.58	1.51	1.5
9219	1.96	1.96	1.9	1.95
9223	0.36	0.27	0.42	0.47
9227	-0.82	-0.63	-0.6	-0.78
9228	-0.99	-0.85	-1.38	-1.42
9229	-0.28	-0.54	-0.47	-0.38
9230	1.29	1.19	1.13	1.33
9231	1.03	1.28	1.23	1.16
9232	0.53	0.34	0.75	0.81
9236	0.23	0.76	0.22	0.18
9238	1.35	1	1.19	1.46
9240	-0.46	-0.75	-0.75	-0.54
9241	-0.36	-0.16	-0.78	-0.57
9242	-0.7	-1.34	-0.3	-0.35
9244	0.12	0.78	0.49	0.69
9245	-0.55	-0.61	-0.66	-0.72
9246	-0.17	-0.06	0.06	0.02
9247	-1.49	-1.34	-1.38	-1.42
9248	-0.99	-1.34	-0.61	-0.72
9249	-0.18	0.38	-0.12	-0.05
9252	-0.2	-0.27	-0.32	-0.34
9253	0.31	0.57	0.06	0.13
9254	-0.55	-0.85	-1.38	-0.9
9255	0.87	0.91	1	0.99
9258	0.58	0.34	0.57	0.55
9260	1.38	1.03	1.57	1.78
9261	1.61	1.47	1.66	1.79
9262	0.37	0.52	0.56	0.38
9265	0.9	0.99	0.8	0.79
9266	0.76	0.58	0.5	0.65
9267	0.23	0.17	0.32	0.38
9270	0.42	0.15	0.25	0.26
9271	-1.49	-1.34	-1.38	-1.42
9274	0.49	0.23	0.27	0.41
9275	0.61	0.39	0.25	0.41
9276	1.74	1.97	2.04	1.94
9277	0.65	0.35	0.63	0.97
9278	0.16	-0.09	0.17	0.2
9282	1.58	1.54	1.58	1.39
9283	-1.49	-1.34	-1.38	-1.42
9287	-1.49	-1.34	-1.38	-1.42
9289	-0.23	-0.09	-0.09	-0.08
9290	-0.82	-1.34	-1.38	-1.42
9294	0.5	0.33	0.65	0.73
9295	1.38	1.55	1.56	1.51
9296	1.02	0.68	0.57	0.67
9306	1.35	1.02	1.01	0.97
9308	-0.99	-1.34	-1.38	-0.9
9310	-0.32	-0.23	-0.28	-0.27
9311	-0.54	-0.75	-0.7	-0.64
9312	-0.82	-1.34	-1.38	-1.42
9313	-1.49	-1.34	-1.38	-1.42
9314	0.76	0.67	0.25	0.33
9315	0.64	1.9	1.82	1.76
9317	-0.09	-0.13	-0.07	-0.05
9319	0.68	0.46	0.83	0.84
9320	1.91	2.15	2.15	1.91
9321	0.86	0.74	0.71	0.49
9322	0.46	0.32	0.65	0.79
9325	0.36	0.64	0.51	0.49
9326	0.09	0.06	0.29	0.23
9328	0.45	0.54	0.5	0.6
9329	1.13	1.17	1.51	1.34
9330	0.53	0.57	0.86	0.61
9331	-0.3	0.34	0.3	0.22
9332	-0.2	-0.33	0.28	0.16
9333	-0.54	-0.67	-1.38	-0.9
9334	-0.34	-0.41	0.47	0.55
9337	1.04	1.07	1	1.06
9338	-0.5	-0.46	-0.37	-0.37
9340	-1.49	-0.78	-1.38	-1.42
9341	1.19	1.29	1.27	1.11
9342	0.32	0.42	0.29	0.21
9343	2	1.86	1.94	2.04
9344	0.82	0.9	0.74	0.85
9348	-0.23	-0.28	-0.36	-0.42
9349	2.58	2.56	2.44	2.46
9350	-1.49	-0.85	-1.38	-1.42
9351	-0.03	-0.17	-0.18	-0.15
9352	1.88	1.83	1.83	1.8
9353	0.07	0.06	0.81	0.6
9354	1.03	1.2	1.04	0.91
9355	-0.19	-0.17	-0.2	-0.22
9356	-1.49	-1.34	-1.38	-1.42
9358	-0.99	-0.61	-0.78	-1.42
9360	1.29	1.54	1.6	1.48
9361	1.23	0.96	1.09	1.35
9362	-1.49	-1.34	-1.38	-1.42
9363	-0.88	-1.34	-0.75	-0.9
9364	0.86	0.95	0.9	0.76
9365	-0.48	-1.34	-0.46	-0.51
9367	0.45	0.64	0.56	0.51
9368	1.05	0.37	0.22	0.3
9370	-0.99	-1.34	-1.38	-1.42
9371	0.82	0.9	0.93	0.9
9372	0.49	0.66	0.57	0.4
9373	1.49	1.51	1.57	1.37
9374	0.06	0.11	0.14	0.26
9375	1.72	2.12	1.9	1.78
9376	-1.49	-1.34	-1.38	-1.42
9377	1.47	1.29	1.24	1.4
9378	-0.88	-1.34	-0.75	-0.78
9379	-0.77	-1.34	-1.38	-1.42
9380	-0.17	-0.18	-0.13	-0.12
9381	-1.49	-1.34	-1.38	-1.42
9382	0.46	0.48	0.25	0.37
9388	0.49	-0.16	-0.23	-0.19
9389	-0.82	-0.75	-1.38	-1.42
9390	-0.77	-1.34	-1.38	-1.42
9391	0.12	0.19	0.23	0.41
9392	0.57	0.58	0.55	0.49
9394	1.02	0.97	1.37	1.46
9397	1.17	1.26	1.46	1.29
9398	-0.88	-1.34	-0.75	-1.42
9399	-0.1	-0.09	-0.03	0.04
9400	0.34	0.34	0.18	0.22
9401	0.08	-0.07	0.26	0.43
9402	-0.99	-0.85	-1.38	-1.42
9404	-0.53	-0.54	-0.52	-0.61
9407	-0.61	-0.54	-0.65	-0.59
9409	-0.07	-0.12	-0.18	-0.09
9410	0.74	0.6	0.89	0.95
9411	-0.2	0.93	0.4	0.24
9412	0.51	0.43	0.62	0.53
9413	-0.31	0.03	-0.33	-0.18
9414	1.39	1.27	0.9	0.98
9415	1.04	0.88	1.32	1.39
9416	1.55	1.42	1.57	1.76
9419	0.47	0.57	0.45	0.53
9420	-0.82	-0.43	-0.63	-0.64
9421	-1.49	-1.34	-1.38	-1.42
9423	0	0.08	0.51	0.55
9424	-0.55	-0.45	-0.47	-0.47
9425	0.29	0.24	0.39	0.38
9427	-1.49	-1.34	-1.38	-1.42
9429	-0.13	0.21	0.36	0.17
9435	0.9	0.21	1.36	1.45
9437	-1.49	-1.34	-1.38	-1.42
9439	0.53	0.49	0.74	0.65
9440	0.6	0.66	0.82	0.79
9441	0.18	0	0.15	0.22
9442	-0.05	0.11	0.16	0.09
9443	0.26	0.31	0.18	0.18
9444	2.03	2.18	2.17	1.98
9445	1.44	1.87	1.35	1.32
9446	1.33	1.39	1.21	1.34
9447	-0.55	-0.69	-0.47	-0.55
9448	2.1	1.86	2.18	2.22
9450	-1.49	-1.34	-1.38	-1.42
9451	0.26	0.43	0.3	0.25
9452	-0.52	0.08	-0.37	-0.36
9453	0.22	0.38	0.41	0.25
9454	0.9	0.68	0.57	0.91
9455	0	-0.35	-0.18	-0.21
9456	0.51	0.48	0.57	0.43
9457	-1.49	-1.34	-1.38	-1.42
9459	-0.27	-0.12	-0.19	-0.31
9462	0.67	0.63	0.83	0.58
9463	0.37	0.13	-0.04	0.11
9464	-1.49	-1.34	-1.38	-1.42
9465	0.05	-0.2	-0.03	-0.04
9466	-0.53	-0.5	-0.52	-0.46
9467	0.05	-0.1	0.01	-0.03
9468	0.88	0.77	0.83	0.7
9469	-0.39	-0.36	-0.23	-0.32
9470	0.98	0.94	1.11	1.16
9472	-0.12	-0.16	-0.21	-0.29
9473	-0.88	-1.34	-1.38	-0.9
9474	0.43	0.39	0.49	0.45
9475	1.83	1.74	1.87	1.64
9476	-0.73	-0.81	-0.89	-0.68
9477	0.4	0.48	0.54	0.6
9479	0.25	0.4	0.34	0.45
9480	-0.65	-0.6	-0.68	-0.61
9481	-0.27	-0.36	-0.23	-0.21
9482	0.26	0.27	0.17	0.14
9486	-0.57	-0.57	-0.47	-0.5
9487	-0.07	-0.13	-0.12	-0.21
9488	0.19	0.19	0.16	0.06
9489	1.29	1.16	1.07	1.27
9491	0.44	0.41	0.6	0.64
9493	1.21	1.02	1.49	1.46
9495	-0.47	-0.69	-0.4	-0.46
9496	-1.49	-1.34	-0.75	-1.42
9497	0.81	1.14	1.1	0.87
9498	-0.16	-0.32	-0.25	-0.26
9499	-1.49	-1.34	-1.38	-1.42
9500	2.06	2.17	2.13	2.23
9501	-0.15	-0.31	-0.37	-0.3
9507	-0.45	-0.5	0.21	0.25
9508	-0.88	-0.53	-0.44	-0.57
9509	0.72	0.78	1.5	1.6
9510	0.29	0.38	0.77	0.75
9512	1.33	1.33	1.18	1.05
9513	0.81	0.73	0.91	1
9514	-0.3	-0.21	-0.01	0.02
9515	-1.49	-1.34	-1.38	-0.9
9516	1.44	1.58	1.52	1.55
9517	1.48	1.21	1.22	1.04
9518	-0.99	-1.34	-0.82	-0.59
9519	0.47	0.44	0.64	0.51
9520	1.62	1.76	1.55	1.41
9521	0.67	0.56	0.88	0.83
9522	0.75	0.87	0.59	0.56
9524	1.33	1.39	1.15	1.3
9525	1.25	1.43	1.33	1.21
9526	0.01	-0.21	0.02	0.07
9527	0.89	0.97	0.84	0.79
9528	1.49	1.83	1.61	1.52
9529	0.49	0.16	0.26	0.26
9530	0.64	0.56	0.57	0.5
9531	0.25	0.55	0.2	0.35
9532	-0.04	-0.12	0.34	0.31
9533	0.71	0.58	0.95	1
9535	-0.5	-0.42	-0.44	-0.72
9536	-0.33	-0.54	-0.24	-0.23
9537	0.11	0.02	0.24	0.32
9538	0.97	1.04	0.98	0.85
9541	0.06	0.32	0.19	0.19
9542	-0.36	-0.54	-0.56	-0.54
9543	-0.88	-0.81	-0.75	-1.42
9545	0.12	0.01	-0.16	-0.09
9546	0.18	0.18	0.21	0.29
9547	-0.77	-0.69	-1.38	-1.42
9550	1.32	1.44	1.22	1.25
9551	0.6	0.21	0.21	0.38
9552	0.79	0.73	0.62	0.79
9553	1.08	0.85	0.58	0.54
9554	0.72	1.14	1.1	0.97
9555	1.27	1.09	1.38	1.55
9557	0.31	0.14	0.24	0.23
9559	1.15	1.31	1.23	1.15
9562	1.11	1.34	0.95	1
9563	0.04	0.16	0.14	0.16
9564	1.51	1.32	1.45	1.74
9567	0.73	0.61	0.76	0.93
9568	-0.17	-0.6	-1.38	-0.72
9569	1.16	1.01	1.01	1.09
9570	1.35	1.54	1.42	1.44
9572	0.16	0.03	0.32	0.36
9573	-0.88	-0.65	-1.38	-1.42
9575	1.47	1.4	1.51	1.25
9576	-0.99	-1.34	-1.38	-1.42
9578	1.69	1.24	1.18	1.3
9580	-0.02	-0.32	-0.25	-0.21
9581	0.42	0.34	0.73	0.61
9582	0.64	0.56	0.91	0.92
9583	0.05	0.25	0.07	0.11
9584	1.68	1.92	2.01	1.91
9585	1.25	1.07	1.45	1.3
9587	-0.12	-0.1	-0.01	0.05
9588	1.36	1.25	1.73	1.82
9589	1	1.05	1.15	1.12
9590	0.73	0.76	2.1	2.13
9592	0.64	0.45	0.44	0.56
9595	-0.67	-0.78	-0.45	-0.42
9600	0.98	0.69	0.67	0.87
9601	0.76	1.05	1.1	1.09
9603	-0.18	-0.06	-0.31	-0.33
9604	1.32	1.18	1.12	1.09
9605	0.19	0.09	0.04	0.16
9607	-1.49	-1.34	-1.38	-1.42
9609	-0.63	-0.61	-0.43	-0.44
9610	1.3	1.14	0.87	0.98
9611	1.9	2	1.99	1.75
9612	1.69	1.62	1.69	1.76
9615	-0.03	0.38	-0.37	-0.48
9616	0.94	0.82	0.93	0.94
9617	-0.17	-0.09	-0.04	-0.13
9618	1.45	0.94	1.11	1.32
9619	-0.01	-0.17	-0.28	-0.24
9620	1.05	0.37	0.4	0.31
9622	-1.49	-1.34	-1.38	-1.42
9625	-0.34	-0.55	-0.58	-0.46
9627	-0.99	0.6	-1.38	-1.42
9628	-0.99	-1.34	-0.39	-0.33
9630	-0.61	-0.45	-0.37	-0.41
9631	1.03	1.19	1.46	1.22
9632	0.91	1.01	1.02	0.92
9635	-0.77	-1.34	-0.46	-0.57
9636	-0.3	0.25	-0.09	-0.01
9637	0.41	0.32	0.54	0.62
9638	-0.63	-1.34	-0.62	-1.42
9639	0.19	0.52	0.15	0.14
9640	0.31	0.39	0.38	0.35
9641	-0.07	-0.22	-0.3	-0.24
9643	2.21	2.44	2.34	2.3
9644	1.49	1.49	1.6	1.53
9645	0.49	1.41	1.43	1.39
9646	0.81	0.96	0.73	0.7
9647	0.66	0.93	1.02	1.03
9648	0.48	0.48	0.81	0.63
9649	-0.01	-0.1	-0.16	-0.19
9650	0.9	0.96	0.93	0.97
9651	-0.31	-0.39	-0.59	-0.72
9652	0.51	0.65	0.7	0.54
9653	0.9	1.17	1.29	1.19
9654	1.04	1.09	1.49	1.23
9655	1.35	1.32	1.38	1.37
9656	0.7	0.76	1.02	0.96
9657	-0.01	0.1	0.18	0.12
9658	0.84	0.77	0.75	0.66
9659	0.56	0.63	0.77	0.69
9662	0.52	0.21	0.44	0.29
9663	0.51	0.39	0.66	0.59
9665	1	1.21	1.33	1.04
9666	0.88	0.93	1.29	1.07
9667	0.87	0.72	0.76	1.02
9669	1.73	1.81	1.85	1.76
9670	0.79	0.95	0.93	0.97
9671	-0.46	0.21	0.08	0.13
9672	0.44	0.25	1.21	1.34
9673	0.34	0.29	0.46	0.54
9674	-0.16	-0.12	-0.22	-0.26
9675	0.27	0.29	0.41	0.43
9677	0.42	0.35	0.21	0.14
9678	0.96	0.87	0.82	0.75
9679	-0.09	0.16	-0.06	-0.04
9681	0.55	0.45	0.39	0.37
9682	0.84	0.85	0.92	1.08
9683	1.13	1.27	1.08	1
9684	0.31	0.3	0.28	0.37
9685	1.68	1.73	1.63	1.7
9686	0.47	0.64	0.36	0.47
9687	-0.1	0.21	0.14	0.04
9688	1.42	1.32	1.47	1.46
9689	2.37	2.49	2.65	2.43
9690	1.99	1.89	1.78	1.65
9692	0.26	0.11	0.18	0.08
9693	0.38	0.49	0.6	0.5
9694	0.38	0.74	0.52	0.48
9695	0.96	0.98	0.9	0.86
9696	0.1	-0.06	0.05	0.13
9697	0	0.53	0.51	0.43
9698	1.08	1.25	1.33	1.15
9699	-0.13	-0.41	-0.31	-0.36
9700	0.75	0.44	1.1	1.17
9701	0.13	0.23	0.05	0.09
9702	0.76	0.83	0.91	0.7
9703	2.31	2.26	2.21	2.12
9704	0.06	-0.08	-0.17	-0.11
9705	-1.49	-1.34	-0.7	-1.42
9706	0.93	1	0.8	0.67
9708	0.3	0.36	0.4	0.52
9709	0.48	0.64	0.3	0.45
9710	0.71	1.19	1.05	0.95
9711	0.78	0.71	0.59	0.55
9712	0.98	1.09	0.93	0.84
9715	-0.31	0	0.21	0.23
9716	0.99	0.99	1.32	1.23
9717	-0.99	-1.34	-1.38	-1.42
9718	-0.06	-0.15	0	0.08
9719	-0.99	-0.59	-0.82	-1.42
9721	-1.49	-1.34	-1.38	-1.42
9723	0.17	-0.1	-0.06	-0.13
9724	-0.07	0.12	0.21	0.07
9725	0.76	0.77	0.64	0.75
9726	0.62	0.64	0.62	0.52
9727	0.54	0.47	0.48	0.62
9728	1.09	1.73	1.18	1.08
9729	-1.49	-0.67	-0.75	-1.42
9731	0.73	0.45	0.55	0.66
9732	-0.16	-0.18	-0.22	-0.24
9733	1.46	1.1	1.2	1.4
9734	-0.13	-0.11	-0.07	-0.21
9735	0.95	0.62	1.04	0.74
9736	1.92	2.05	2.12	1.71
9737	0.14	0.26	0.2	0.13
9738	0.28	0.48	0.54	0.32
9739	1.16	1.17	1.14	1.18
9741	2.34	2.34	2.11	2.03
9742	0.29	0.23	0.34	0.36
9743	0.5	0.75	0.88	0.64
9744	-0.55	-1.34	-1.38	-0.72
9745	-1.49	-1.34	-1.38	-1.42
9746	-0.65	-1.34	-1.38	-0.9
9747	0.41	1.14	0.76	0.69
9748	1.94	2.03	1.74	1.57
9749	-0.38	-0.36	-0.45	-0.52
9751	-0.77	-1.34	-0.58	-0.61
9752	-1.49	-1.34	-1.38	-1.42
9753	-0.14	-0.1	0.01	-0.01
9754	-0.88	-1.34	-0.72	-0.64
9755	-0.53	-0.69	-0.56	-0.51
9757	0.87	0.78	0.83	0.77
9758	-0.99	-0.63	-1.38	-0.61
9759	0.46	0.35	0.58	0.52
9760	-1.49	-0.85	-1.38	-0.78
9761	2.61	2.57	2.44	2.39
9762	-0.06	0.06	0.12	0.13
9764	-0.05	0.07	-0.47	-0.42
9765	0.43	0.55	0.48	0.39
9766	1.23	1.37	1.02	1.02
9767	0.56	0.25	0.48	0.23
9770	-0.08	0.25	-0.16	-0.14
9771	-0.24	-0.78	-0.49	-0.55
9772	0.96	0.81	0.65	0.85
9774	1.56	1.79	1.93	1.78
9775	1.84	1.66	1.71	1.83
9776	0.37	0.63	0.51	0.53
9777	0.94	1.2	1.31	1.32
9778	1.3	1.39	1.16	1
9779	0.26	0.29	0.34	0.3
9780	1.65	1.56	1.63	1.63
9781	-0.77	-0.67	-1.38	-0.68
9782	2.07	2.25	2.18	2.06
9783	-0.63	-0.81	-0.53	-0.49
9784	1.24	1.13	0.98	1.24
9785	1.27	1.12	1.2	1.38
9786	0.2	0.08	0.31	0.22
9787	0.73	0.84	0.95	1.05
9788	0.69	1.06	0.35	0.36
9789	1.05	1.33	1.04	1.01
9790	1.5	1.36	1.56	1.51
9791	1.1	1.1	0.94	0.99
9792	1.06	1.16	0.94	0.86
9793	1.52	1.61	2.03	1.82
9794	0.8	0.86	0.99	0.93
9796	-0.88	-1.34	-0.6	-0.72
9797	0.94	0.85	1.1	1.07
9798	1.25	1.41	1.17	1.06
9801	0.85	0.64	0.78	0.75
9802	1.49	1.46	1.54	1.53
9804	2.09	2.11	2.13	2.06
9805	-0.6	-0.48	-0.39	-0.42
9806	-0.61	-0.72	-0.78	-0.68
9807	0.9	1.02	0.82	0.88
9810	0.87	0.91	0.68	0.94
9811	0.48	0.53	0.3	0.3
9813	0.84	1.13	0.8	0.73
9814	0.58	0.73	0.2	0.32
9815	0.92	0.79	0.61	0.76
9816	0.98	0.98	0.99	0.98
9817	0.73	0.65	0.6	0.69
9818	1.02	1.17	1.14	1.03
9819	0.67	1.11	1	0.87
9820	0.25	0.44	0.98	1.2
9821	0.69	1.01	1	0.78
9823	-0.37	-0.32	0.74	0.82
9824	1.31	1.15	1.55	1.49
9825	0.35	0.28	0.39	0.64
9826	0.44	0.46	0.5	0.45
9827	0.77	0.7	0.49	0.61
9828	1.05	1.18	0.99	1.13
9829	-1.49	-1.34	-1.38	-1.42
9830	-0.5	-0.57	-0.66	-0.61
9831	0.05	0	0.08	0.11
9832	-1.49	-1.34	-1.38	-1.42
9833	0.8	0.58	0.8	0.73
9836	-0.12	-0.18	-0.01	-0.02
9837	0.14	-0.05	0.4	0.28
9839	0.63	1.12	1.17	0.96
9840	-1.49	-1.34	-1.38	-1.42
9841	-0.1	-0.1	0.06	-0.04
9842	0.76	0.43	0.23	0.36
9843	-0.4	-1.34	-0.48	-0.45
9844	-0.88	-1.34	-0.4	-0.44
9846	-0.02	-0.04	0.01	-0.05
9847	0.45	0.21	0.22	0.08
9848	-0.19	0.51	-0.01	-0.13
9849	0.47	0.67	0.31	0.16
9851	0.29	0.25	0.33	0.28
9852	0.99	1.22	1.19	0.98
9853	0.18	0.27	-0.1	-0.01
9854	0.07	0.04	-0.01	0.06
9855	-0.07	0.06	-0.01	-0.12
9856	-0.54	-1.34	-0.78	-0.61
9857	0.33	0.43	0.56	0.19
9858	-0.18	-0.2	-0.09	-0.14
9859	0.68	0.93	1.4	1.2
9860	-0.03	0.11	0.16	0.01
9861	1.09	1.36	1.23	1.23
9862	0.91	0.75	0.67	0.9
9863	-0.29	-0.45	-0.32	-0.39
9865	-0.55	-1.34	-0.15	-0.19
9866	-0.61	-0.78	-0.21	-0.36
9867	1	1.44	1.19	1.01
9868	1.75	1.79	2.01	1.82
9869	1.1	1.27	1.43	1.26
9870	1.15	1.11	1.04	0.91
9871	0.27	0.96	1.07	1.1
9873	0.05	0.2	0.15	0.04
9874	1.04	1.21	1.29	1.11
9875	0.31	0.17	0.67	0.59
9877	1.31	1.51	1.69	1.53
9878	0.76	1.1	0.86	0.84
9879	1.81	1.83	2	1.91
9880	0.18	0.12	0.38	0.27
9881	-0.82	-1.34	-1.38	-1.42
9882	0.27	0.37	0.39	0.3
9885	0.36	0.38	0.39	0.31
9886	-0.27	-0.23	-0.24	-0.3
9887	1.39	1.5	1.59	1.49
9890	-0.88	-0.56	-0.61	-0.59
9891	1.2	0.82	1.37	1.38
9892	-0.7	-1.34	-1.38	-0.68
9894	0.17	-0.05	0.08	0.29
9895	0.23	0.04	0.18	0.05
9896	0.49	0.53	0.32	0.29
9899	-1.49	-0.69	-0.62	-0.9
9900	-0.51	-0.59	-0.51	-0.45
9901	0.01	0.21	-0.09	-0.1
9902	-0.28	-0.78	0.64	0.68
9903	0.87	0.79	0.61	0.71
9904	1.11	0.73	0.86	0.98
9905	0.45	0.44	0.07	0.18
9907	0.34	0.24	0.06	0.15
9908	2.15	2.23	1.97	1.9
9909	-0.12	-0.16	-0.12	-0.15
9910	0.37	0.63	0.34	0.17
9911	0.09	0.05	0.33	0.44
9912	0.17	0.21	-0.03	-0.01
9913	0.2	0.38	0.29	0.25
9914	-0.01	-0.37	-0.42	-0.46
9915	-0.27	-0.23	-0.33	-0.32
9917	1.14	1.19	0.84	0.86
9918	1.25	0.93	1.32	1.46
9919	0.91	1.1	1.23	1.04
9920	-0.38	-0.19	-0.49	-0.41
9921	2.26	2.02	1.94	2.07
9922	1.35	1.28	1.34	1.39
9923	0.04	-0.07	0.11	0.14
9924	0.39	0.2	0.45	0.44
9925	0.09	0.09	0.1	0.09
9926	1.43	1.31	1.62	1.38
9927	1	1.15	0.93	1.06
9928	0.39	0.3	0.73	0.58
9931	0.6	0.67	0.74	0.52
9933	1.61	1.49	1.63	1.65
9934	-0.82	-0.72	-0.7	-0.9
9935	-0.08	0.18	-0.25	-0.29
9936	-0.41	-0.11	-0.04	-0.03
9937	0.32	0.27	0.39	0.3
9938	-1.49	-1.34	-1.38	-1.42
9939	0.99	0.94	1.18	1.24
9940	-0.54	-0.47	-0.63	-0.59
9941	0.07	0.14	0.19	0.19
9942	-0.14	-0.27	-0.14	-0.13
9943	0.77	0.66	0.84	0.76
9945	-0.42	-0.45	-0.37	-0.37
9946	0.49	0.65	0.44	0.41
9948	2.37	2.33	2.36	2.41
9949	0.94	0.93	0.95	0.83
9950	0.63	0.54	0.39	0.41
9951	-0.99	-1.34	-1.38	-1.42
9953	-0.82	-0.2	-0.37	-0.41
