gene	GSM1076115	GSM1076114
144193	-1.56	-1.59
144233	-0.3	-0.3
144321	-1.56	-1.59
144348	0.81	0.91
144402	0.25	0.21
144404	-0.13	-0.21
144406	-0.53	-0.52
144423	-0.55	-0.54
144453	-0.78	-0.91
144455	-0.08	0.15
144501	-0.35	-0.4
144535	-0.82	-0.73
144577	-0.03	-0.07
144608	-0.6	-0.59
144699	0.62	0.64
144715	-0.46	-0.52
144809	-1.56	-1.59
144811	-0.26	-0.23
145173	0.36	0.3
145226	-0.37	-0.41
145258	-0.42	-0.47
145264	-1.56	-1.59
145270	-1.07	-1.59
145282	-0.32	-0.27
145376	-0.82	-0.91
145389	0.98	1.01
145447	-0.75	-0.82
145482	0.24	0.22
145483	-0.47	-0.52
145497	-1.56	-1.59
145508	-0.33	-0.3
145553	0.33	0.27
145567	0.37	0.35
145581	-0.82	-0.91
145741	-0.94	-0.98
145748	-0.03	-0.05
145773	-0.5	-0.45
145788	-0.45	-0.47
145814	-0.87	-0.82
145853	-0.35	-0.33
145864	-0.65	-0.51
145873	-0.87	-1.1
145942	-1.56	-1.59
145957	-0.65	-0.55
146050	0.01	0.05
146057	0.17	0.16
146059	0.2	0.19
146167	-1.07	-0.98
146177	-1.07	-0.98
146183	-0.78	-0.7
146198	-0.05	-0.04
146212	-1.56	-1.59
146223	1.45	1.41
146225	-1.07	-1.59
146227	-0.21	-0.2
146279	-1.56	-1.59
146310	-1.07	-0.98
146330	-0.03	-0.03
146378	-1.56	-1.59
146395	-0.68	-0.86
146433	-0.47	-0.46
146434	-0.06	-0.06
146456	-1.56	-0.91
146542	0	-0.09
146547	-0.32	-0.3
146556	-1.07	-1.59
146664	-0.82	-0.91
146691	1.19	1.18
146712	-0.19	-0.23
146722	-0.71	-0.86
146754	-0.71	-0.98
146760	-0.31	-0.4
146779	-0.94	-1.1
146845	-1.07	-1.1
146849	-1.56	-1.1
146850	-0.78	-0.91
146852	-1.56	-1.59
146853	-0.4	-0.43
146857	0.5	0.12
146862	-0.87	-1.1
146894	-0.75	-0.59
146909	-0.03	0.09
146923	0.33	0.33
146956	-0.36	-0.24
147007	0.04	0.07
147011	-0.57	-0.61
147015	-0.17	-0.1
147040	0.83	0.65
147111	-0.4	-0.45
147138	-0.71	-0.64
147179	0.39	0.35
147183	-1.07	-1.59
147323	-0.5	-0.48
147339	0.11	0.12
147372	0.29	0.04
147381	-1.56	-1.59
147409	-1.56	-1.59
147463	-0.39	-0.41
147495	-0.22	-0.17
147645	-0.17	-0.22
147670	-0.71	-0.82
147685	-1.56	-1.59
147699	-1.56	-1.59
147700	0.04	0.03
147710	-1.07	-1.1
147719	-1.56	-1.59
147741	-0.27	-0.17
147744	-0.67	-0.62
147746	-0.49	-0.48
147798	-0.38	-0.37
147807	-0.02	-0.06
147808	-0.48	-0.51
147837	-0.43	-0.36
147841	-0.25	-0.14
147872	-0.94	-1.1
147906	0.34	0.35
147912	0	-0.06
147923	-0.33	-0.32
147929	0.12	0.11
147945	-1.56	-1.59
147949	-0.33	-0.35
147965	-0.11	-0.14
147968	-0.82	-0.91
147991	0.46	0.37
148014	-0.68	-0.7
148022	0.51	0.37
148066	-1.56	-1.59
148113	-0.59	-0.6
148156	-0.56	-0.47
148170	0.34	0.2
148223	0.67	0.7
148229	-0.82	-0.75
148252	-0.82	-0.73
148266	-0.1	-0.1
148281	-1.56	-1.59
148304	-0.24	-0.24
148327	-0.5	-0.57
148345	-1.56	-1.59
148362	0.84	0.87
148398	-0.73	-0.75
148423	0	-0.03
148479	0.67	0.75
148523	-0.24	-0.39
148534	-0.87	-0.67
148581	-1.07	-1.1
148641	-0.82	-1.59
148738	-1.56	-1.59
148741	-0.75	-0.98
148753	-1.56	-1.59
148789	0.46	0.47
148808	0.27	0.24
148811	-0.53	-0.47
148867	1.03	0.89
148870	-1.07	-0.86
148930	-1.56	-1.59
148932	0.02	-0.06
148979	0.2	0.15
149041	0.69	0.68
149069	-0.63	-0.58
149076	0.48	0.57
149095	-0.55	-0.47
149111	-0.75	-0.86
149175	-0.63	-0.65
149233	-1.56	-1.1
149281	-1.56	-1.59
149297	-0.39	-0.35
149345	0.82	0.91
149371	0.66	0.66
149420	-0.2	-0.18
149428	-0.87	-1.1
149461	-1.56	-1.59
149465	-1.07	-0.98
149466	-1.07	-1.1
149483	-0.53	-0.52
149499	-0.58	-0.78
149603	1.55	1.57
149643	-1.07	-1.59
149647	-1.07	-1.59
149699	-1.56	-1.59
149708	-1.56	-1.59
149951	0.51	0.53
149954	-1.56	-1.59
149986	0.74	0.77
149998	-1.56	-1.59
150082	-0.47	-0.47
150084	-1.56	-1.59
150159	-0.87	-0.78
150160	-1.56	-1.59
150209	-1.07	-1.1
150223	0.14	0.15
150274	-0.22	-0.19
150275	-0.01	0.03
150280	-1.07	-1.1
150290	0.05	0.08
150350	-1.07	-1.59
150353	-1.56	-1.59
150356	-0.28	-0.27
150365	-1.56	-1.59
150372	-0.54	-0.73
150379	-1.56	-1.59
150383	-0.08	-0.15
150465	0.51	0.57
150468	-0.12	0.16
150483	-1.07	-1.59
150572	-0.94	-0.86
150677	-1.56	-1.59
150681	-1.56	-1.59
150684	0.42	0.39
150696	-1.07	-1.59
150709	-1.56	-1.59
150726	-0.59	-0.6
150737	-0.23	-0.25
150763	-0.94	-0.86
150771	0.12	0.09
150864	0.6	0.52
150921	-0.87	-1.1
150962	-0.08	0.02
151011	-0.05	0.04
151050	-0.2	-0.15
151056	-0.68	-0.86
151112	-1.56	-1.59
151126	-0.62	-0.68
151188	0.09	0.11
151194	0.07	0.06
151195	1.21	0.94
151230	-0.09	0.08
151242	-0.87	-1.1
151258	-0.75	-0.91
151295	-0.87	-0.73
151306	-0.53	-0.57
151313	-0.46	-0.44
151354	-0.53	-0.41
151393	-0.23	-0.19
151449	-0.78	-0.73
151473	-1.56	-1.1
151516	-0.75	-0.82
151525	0.04	-0.02
151531	-0.49	-0.5
151556	-0.42	-0.48
151613	-0.04	0.21
151636	0.81	0.06
151647	-1.07	-1.59
151649	-0.78	-0.86
151651	-0.94	-0.86
151742	0.54	0.53
151790	-0.87	-0.86
151827	-1.07	-1.1
151835	-0.78	-0.73
151871	-1.56	-1.1
151887	1.94	2.25
151888	-1.56	-1.59
151903	0.38	0.32
151963	-0.19	-0.14
151987	0.86	0.98
152002	0.78	0.76
152006	0.46	0.61
152007	1.28	1.22
152098	-0.87	-0.75
152100	-0.18	-0.17
152185	-0.14	-0.11
152189	-0.63	-0.67
152206	-1.07	-0.98
152273	-0.51	-0.67
152330	-1.56	-1.59
152404	-0.58	-0.34
152405	-1.56	-1.59
152485	0.79	0.69
152503	0.76	0.77
152518	0.23	0.19
152519	-0.05	0.05
152559	-0.09	-0.12
152573	-0.78	-0.91
152579	0.01	-0.03
152586	-1.56	-1.59
152687	-0.38	-0.34
152789	-0.68	-0.65
152831	-0.87	-1.59
152877	0.63	0.65
152926	-0.28	-0.3
152940	-1.56	-1.59
152992	-0.06	-0.07
153020	-0.49	-0.48
153090	1.68	1.64
153129	-0.11	-0.14
153201	-0.94	-1.59
153218	-1.56	-1.59
153222	-0.16	-0.15
153241	0.58	0.58
153339	0.74	0.92
153364	-0.45	-0.42
153396	-0.35	-0.3
153443	0.25	0.23
153527	0.54	0.6
153562	-0.75	-0.98
153572	0.31	0.19
153579	-0.94	-0.86
153642	-0.08	-0.11
153643	-1.56	-0.98
153657	-1.56	-1.59
153733	-0.27	-0.24
153745	-1.56	-1.59
153768	-0.09	-0.3
153769	-0.82	-0.65
153770	-1.56	-1.59
153830	1.12	1.08
153918	-1.56	-1.59
154007	-0.22	-0.17
154043	0.16	0.25
154075	-1.56	-1.59
154091	-0.6	-0.73
154141	-0.27	-0.16
154197	-0.75	-0.7
154214	0.29	0.37
154215	-0.94	-0.57
154288	-1.56	-1.59
154313	-1.56	-1.1
154467	-0.08	-0.08
154661	-0.65	-0.73
154664	-0.78	-0.7
154790	-0.63	-0.52
154796	0.69	1.12
154807	0.6	0.7
154810	1.84	1.83
154865	-1.56	-1.59
154881	-0.07	-0.14
155006	-1.56	-1.59
155038	-1.07	-0.86
155051	-0.94	-0.82
155061	0.62	0.65
155066	-0.22	-0.17
155184	-1.56	-1.59
155185	-0.42	-0.49
155382	-0.17	-0.2
155465	-1.56	-1.59
157310	-1.56	-1.59
157313	-0.17	-0.03
157378	0.6	0.76
157506	0.19	0.09
157567	0.67	0.73
157570	-0.5	-0.37
157574	-0.62	-0.53
157638	0.65	0.62
157657	-0.15	-0.09
157680	0.42	0.37
157695	-0.38	-0.35
157697	-0.09	-0.18
157724	-1.56	-1.59
157753	-0.49	-0.47
157769	1.52	1.53
157773	-0.54	-0.52
157777	-0.52	-0.46
157807	-1.56	-0.86
157855	-0.82	-0.91
157869	-0.28	-0.41
157922	1.19	1.21
158038	-0.39	-0.35
158046	-1.56	-1.59
158056	-0.46	-0.51
158062	-1.56	-1.59
158067	-1.07	-0.91
158131	-1.56	-1.59
158135	-0.14	-0.12
158158	-1.07	-0.98
158219	1.06	1.05
158234	-0.22	-0.25
158248	-0.63	-0.64
158297	-1.07	-1.59
158326	-0.52	-0.65
158358	0.24	0.29
158399	-0.82	-0.78
158401	-1.07	-1.59
158427	0.67	0.67
158471	0.14	0.12
158586	-0.17	-0.06
158724	-1.56	-1.59
158747	0	0.18
158763	-1.07	-0.65
158787	-0.59	-0.54
158798	-1.56	-1.59
158830	-1.07	-1.59
158833	-1.56	-1.59
158835	-0.59	-0.58
158866	-0.35	-0.31
158880	-0.94	-0.91
158931	-0.19	-0.27
159013	0.45	0.41
159090	-0.38	-0.35
159195	0.13	0.06
159296	-1.56	-1.59
159371	-0.43	-0.38
159686	-1.56	-1.1
159963	-1.56	-0.91
160065	-1.56	-1.59
160140	-0.68	-0.78
160298	-0.67	-0.86
160335	-0.26	-0.16
160364	-0.94	-0.98
160418	0.55	0.74
160419	-1.56	-1.59
160428	0.23	0.35
160492	-1.56	-1.1
160518	0.01	-0.01
160622	0.09	0.02
160728	-0.59	-0.57
160760	0.4	0.39
160762	-0.75	-0.75
160777	-0.71	-0.64
160851	0.03	0.05
160857	-0.59	-0.49
160897	0.75	0.68
161003	-1.07	-1.59
161142	-1.56	-1.59
161145	-0.22	-0.31
161176	0.48	0.36
161198	-0.42	-0.39
161247	-1.56	-1.59
161253	-0.75	-0.56
161291	-0.35	-0.42
161357	-0.52	-0.51
161394	-0.67	-0.59
161424	0.71	0.71
161436	-0.42	-0.4
161497	-1.56	-0.98
161502	-1.56	-1.59
161514	-1.07	-1.1
161582	-0.63	-0.65
161725	-0.54	-0.62
161742	0.72	0.85
161753	-1.07	-1.1
161823	-0.25	-0.26
161829	-0.47	-0.48
161835	-0.53	-0.58
161882	0.46	0.32
161931	-1.56	-1.59
162073	2.36	2.31
162239	-0.23	-0.25
162333	-1.07	-1.59
162387	-1.56	-1.59
162394	-0.24	-0.61
162417	-0.82	-0.91
162466	0.03	-0.07
162494	-0.35	-0.42
162514	-1.56	-1.1
162515	-0.19	-0.15
162517	-1.07	-1.59
162540	-1.56	-1.59
162605	-1.56	-1.59
162655	-0.28	-0.11
162681	-0.14	0.05
162979	-0.14	-0.19
162989	-0.11	-0.09
162993	-0.29	-0.25
163033	0.12	0.28
163049	-0.51	-0.42
163059	-0.43	-0.24
163081	-0.59	-0.52
163087	-0.31	-0.29
163126	0.08	0.1
163131	-0.11	-0.08
163154	-0.67	-0.78
163175	-0.68	-0.91
163183	-0.87	-0.73
163223	-0.57	-0.42
163259	-0.12	-0.17
163351	0.14	-0.39
163404	-1.56	-0.98
163479	-1.07	-1.59
163486	-0.02	0.13
163589	-1.56	-1.59
163590	1.6	1.54
163702	-0.57	-0.61
163732	-0.87	-0.82
163747	-1.56	-1.59
163782	-0.47	-0.47
163786	-0.35	-0.2
163859	0.83	0.72
163882	0.65	0.7
163933	-0.94	-0.86
164045	-1.56	-0.98
164091	0.04	-0.02
164118	-1.56	-1.59
164127	-1.56	-1.59
164153	-0.94	-1.1
164312	-1.56	-1.59
164395	-0.73	-0.78
164592	-0.42	-0.44
164633	-0.87	-1.1
164656	-0.87	-0.98
164684	-1.56	-1.59
164714	-0.94	-1.1
164832	-0.32	-0.31
165055	-0.58	-0.58
165082	-1.56	-1.1
165215	0.02	0.15
165257	-1.56	-1.59
165324	0.01	-0.03
165530	-1.56	-1.59
165545	-0.49	-0.5
165679	-1.07	-1.59
165721	-1.56	-1.59
165829	-0.87	-0.98
165904	-0.94	-0.98
165918	0.24	0.35
166012	-0.87	-1.1
166336	0.09	0.12
166348	-0.87	-0.86
166378	0.22	0.26
166379	-0.33	-0.22
166614	-0.38	-0.31
166647	0.94	1.04
166655	-1.56	-1.59
166752	-1.56	-1.59
166785	-0.18	-0.17
166793	-0.08	-0.12
166815	-0.15	-0.14
166824	-0.39	-0.36
166863	-0.71	-0.98
166929	0.51	0.66
166968	0.2	0.33
166979	-1.56	-1.59
167227	0.77	0.7
167359	-0.37	-0.38
167410	-0.73	-0.75
167465	-1.56	-1.59
167555	-0.41	-0.43
167681	0.06	-0.07
167691	-0.1	-0.13
167826	-1.56	-1.1
167838	-0.24	-0.28
168002	-0.49	-0.51
168090	-0.75	-0.57
168391	-1.07	-1.59
168433	-1.56	-1.59
168455	0	0.01
168507	-1.56	-1.1
168537	-1.56	-1.59
168544	0.18	0.09
168620	-0.65	-0.91
168667	1.05	1.03
168850	-0.18	-0.05
168975	-1.56	-1.59
169026	-1.07	-1.59
169044	-0.62	-0.63
169166	-1.56	-0.98
169200	0.33	0.51
169355	-0.75	-0.78
169436	-0.75	-0.82
169522	-1.07	-1.59
169611	-0.13	-0.24
169693	-0.53	-0.51
169714	0.58	0.48
169792	0.85	0.74
169841	-0.18	-0.21
170063	-1.56	-0.98
170082	-0.47	-0.43
170261	-0.87	-0.98
170302	-1.56	-1.59
170370	-1.56	-1.59
170384	0.28	0.24
170392	-0.73	-0.78
170394	0.47	0.62
170463	0.52	0.45
170482	-1.56	-1.59
170487	-0.94	-0.86
170506	0.39	0.64
170575	-0.73	-0.91
170589	-0.94	-0.98
170591	-1.56	-1.59
170680	-1.56	-1.1
170689	-0.82	-0.86
170690	-0.71	-1.59
170691	-0.57	-0.64
170692	-1.07	-0.7
170825	-1.56	-1.59
170850	-1.56	-1.59
170954	1.73	1.76
170961	-0.19	-0.23
171017	0.66	0.65
171019	-1.56	-1.59
171023	1.1	1.18
171024	-0.13	-0.11
171169	-1.07	-1.1
171177	-0.87	-1.59
171389	-0.87	-0.98
171425	-0.16	-0.28
171546	0.43	0.44
171558	-0.94	-0.78
171568	0.32	0.34
171586	-0.62	-0.6
192111	0.71	0.76
192134	-1.56	-0.82
192286	0.27	0.23
192666	-1.56	-1.59
192668	-0.31	-0.3
192669	0.58	0.64
192670	-0.24	-0.27
192683	0.43	0.46
195814	-1.56	-1.59
195827	-0.09	-0.19
195828	-0.05	0.15
195977	-0.94	-1.1
196051	-1.56	-0.98
196074	-0.37	-0.39
196264	-0.31	-0.24
196294	-0.03	0.06
196335	-1.56	-1.59
196374	-1.07	-1.59
196383	0.19	0.19
196385	-0.54	-0.51
196394	-0.19	-0.18
196403	0.47	0.49
196410	-1.56	-1.1
196441	0.24	0.6
196446	-1.07	-1.1
196463	1.51	1.45
196477	-1.56	-1.59
196483	0.23	0.18
196500	-0.62	-0.65
196513	-0.19	-0.24
196527	1.62	1.64
196528	0.79	0.77
196541	-1.56	-1.1
196740	-0.52	-0.47
196743	-0.17	-0.2
196883	0.34	0.06
196951	-1.56	-1.1
196996	-0.56	-0.53
197021	-1.56	-1.1
197131	0.51	0.55
197135	-1.56	-1.59
197257	-0.56	-0.63
197258	0.29	0.29
197259	0.13	0.06
197320	0	0.14
197322	0.06	0.01
197335	-0.02	0.05
197342	0.28	0.31
197350	-1.07	-1.1
197358	-0.38	-0.32
197370	0.45	0.54
197407	0.43	0.46
198437	-1.56	-1.59
199221	0.85	0.96
199223	-0.94	-1.59
199675	-1.07	-1.1
199692	-0.22	-0.16
199699	-0.39	-0.37
199704	0.03	-0.05
199720	-0.36	-0.35
199731	-0.57	-0.42
199786	-0.37	-0.39
199857	0.1	0.08
199870	0.35	0.35
199953	0.82	0.91
199990	0.34	0.36
200008	-1.56	-1.59
200010	-1.56	-1.1
200014	0.54	0.59
200035	-0.3	-0.35
200081	1.49	1.48
200132	-1.56	-1.59
200150	-0.58	-0.65
200159	-1.56	-1.1
200162	-0.94	-1.1
200172	-1.56	-1.1
200185	1.34	1.2
200186	0.57	0.54
200205	-0.11	-0.14
200312	0.36	0.36
200373	-1.56	-1.59
200403	-1.07	-0.98
200407	-0.78	-0.7
200424	0.77	0.67
200504	-1.56	-1.59
200523	-1.56	-1.59
200539	-0.23	-0.23
200558	-0.12	-0.09
200576	0.5	0.51
200634	-0.34	-0.41
200728	-0.4	-0.38
200734	0.7	0.65
200844	-0.36	-0.31
200845	-0.28	-0.24
200879	-0.45	-0.68
200894	0.2	0.07
200931	-1.56	-1.59
200933	0.12	0.23
200942	-0.14	-0.11
200958	-1.56	-1.59
200959	-1.56	-1.59
201134	-0.45	-0.43
201140	-1.56	-1.59
201161	-0.18	-0.2
201163	0.72	0.75
201176	-0.01	-0.01
201191	0.4	0.48
201229	-0.28	-0.28
201232	0.05	0.15
201255	0.36	0.36
201266	0.55	0.53
201292	-0.07	-0.11
201294	-0.56	-0.56
201299	-0.39	-0.43
201305	-0.87	-0.82
201456	-1.07	-1.59
201475	0.6	0.66
201501	-0.2	-0.3
201562	0.09	0.09
201595	1.74	1.8
201625	-1.07	-0.98
201626	0.49	0.61
201627	0.11	0.12
201633	-0.65	-0.64
201725	-0.24	-0.13
201780	-1.56	-1.1
201798	-1.56	-0.82
201799	-0.03	-0.16
201895	1.03	0.97
201931	0.1	0.13
201965	0.46	0.48
201973	-0.29	-0.22
202018	0.41	0.48
202051	-0.47	-0.45
202052	0.68	0.68
202151	-1.56	-1.59
202243	-0.48	-0.41
202309	-1.07	-1.59
202374	-0.56	-0.56
202500	-1.56	-1.1
202559	-0.62	-0.59
202915	-0.75	-0.63
203054	0.41	0.32
203068	2.92	3.01
203074	-1.56	-1.59
203076	-1.56	-1.59
203100	-0.58	-0.68
203102	-0.75	-0.73
203111	-0.78	-0.78
203190	-0.49	-0.5
203238	-0.4	-0.42
203245	-0.16	-0.13
203259	0.43	0.44
203260	0.14	0.14
203286	0	0.02
203328	-0.87	-0.82
203427	-0.23	-0.21
203447	-0.48	-0.37
203523	-0.17	-0.1
203859	-0.78	-0.64
204219	-0.87	-0.73
204474	-1.56	-1.59
204851	1.33	1.22
204962	-1.07	-1.1
205147	-1.56	-1.59
205327	-0.3	-0.25
205428	0.16	0.19
205564	0.72	0.78
205717	0.54	0.56
205860	-0.87	-1.1
206338	-0.63	-0.73
206358	0.6	0.59
206412	-1.56	-1.59
219285	0.38	0.12
219287	-0.57	-0.6
219333	0.67	0.66
219402	0.05	0.02
219409	-1.56	-1.59
219417	-1.56	-1.59
219428	-1.56	-1.59
219429	-1.56	-1.59
219431	-1.56	-1.59
219432	-1.56	-1.59
219436	-1.56	-1.59
219437	-1.56	-1.59
219438	-1.56	-1.59
219447	-1.56	-1.59
219453	-1.56	-1.59
219464	-1.56	-1.59
219469	-1.56	-1.59
219473	-1.56	-1.59
219479	-1.56	-1.59
219482	-1.56	-1.59
219484	-1.56	-1.59
219487	-1.56	-1.59
219493	-1.56	-1.59
219527	-0.82	-0.98
219537	-1.56	-1.59
219539	-0.44	-0.47
219541	0.21	0.24
219578	-1.56	-1.59
219623	-0.38	-0.41
219654	1.15	1.14
219670	-0.87	-0.82
219681	-1.56	-1.59
219699	2.34	2.39
219736	-0.87	-1.1
219743	0.61	0.62
219749	0.47	0.41
219770	-1.56	-1.1
219771	0.63	0.79
219790	-0.46	-0.49
219793	-0.75	-0.98
219844	-0.29	-0.25
219854	-0.28	-0.28
219855	-0.36	-0.38
219858	-1.56	-1.1
219865	-1.56	-1.59
219870	-1.56	-1.59
219873	-1.56	-1.59
219875	-1.56	-1.59
219899	0.53	0.47
219902	-0.23	-0.21
219927	0.43	0.37
219931	0.23	0.27
219938	-1.56	-1.59
219954	-1.56	-1.59
219956	-1.56	-1.59
219957	-1.56	-1.59
219959	-1.56	-1.59
219960	-1.56	-1.59
219965	-1.56	-1.59
219968	-1.56	-1.59
219972	-0.22	-0.41
219982	-1.56	-1.59
219983	-1.56	-1.59
219986	-1.56	-1.59
219988	0.6	0.54
219990	-1.56	-1.59
219995	-1.07	-1.59
220001	-0.73	-0.68
220002	0.01	-0.05
220004	-0.67	-0.78
220032	-1.56	-1.59
220042	-0.17	-0.05
220047	-1.56	-1.59
220074	-0.63	-0.73
220081	-1.56	-1.59
220082	-1.56	-1.59
220107	-1.56	-1.59
220108	-0.08	-0.1
220134	-0.44	-0.37
220136	-0.56	-0.47
220164	-0.49	-0.45
220202	-1.56	-1.1
220213	-0.3	-0.25
220296	-1.56	-1.59
220323	1.3	1.33
220359	-0.53	-0.54
220382	-0.41	-0.25
220388	-0.68	-0.59
220416	-0.94	-0.98
220441	-0.55	-0.68
220929	-0.33	-0.36
220963	-0.36	-0.47
220965	-0.2	-0.12
220972	0.71	0.84
221002	-0.71	-0.86
221035	0.73	0.9
221037	0.45	0.61
221044	-1.56	-1.59
221061	0.7	0.89
221074	-1.56	-1.59
221078	-0.34	-0.34
221079	0.14	0.17
221091	-0.08	-0.18
221092	1.7	1.68
221120	0.23	0.23
221143	0.18	0.15
221150	-0.31	-0.2
221154	0.67	0.71
221178	0.18	0.04
221184	0.57	0.64
221188	-0.47	-0.35
221191	-1.56	-1.59
221223	-1.56	-1.59
221264	-0.94	-1.59
221294	-0.18	-0.15
221303	-1.56	-1.59
221322	-0.26	-0.28
221336	-0.38	-0.42
221357	-0.34	-0.37
221391	-1.56	-0.98
221393	-0.94	-0.98
221395	-0.37	-0.21
221400	-1.56	-1.1
221409	-0.82	-0.73
221421	-0.32	-0.36
221424	-0.27	-0.27
221443	-0.2	-0.12
221458	-0.68	-0.61
221468	-1.56	-0.91
221472	-1.56	-0.98
221476	-0.75	-0.67
221477	0.79	0.78
221481	-1.56	-1.59
221496	1.13	1.17
221504	0.06	0.02
221527	-0.05	-0.04
221545	0.17	0.26
221613	-1.07	-0.91
221662	-0.55	-0.41
221687	-1.07	-0.73
221692	-0.41	-0.4
221710	0.17	0.14
221711	-1.56	-1.59
221749	0.69	0.52
221785	0.17	0.13
221806	-1.07	-1.1
221823	-1.56	-0.98
221830	0.08	0.17
221833	-1.56	-1.59
221895	-0.3	-0.32
221908	-0.06	0.02
221914	-0.02	-0.02
221927	0.45	0.42
221935	0.19	-0.19
221937	1.17	1.14
221938	-1.07	-1.59
221955	0.28	0.33
221981	0.23	0.55
222008	-1.07	-0.98
222068	1.07	0.89
222171	-0.82	-1.59
222194	-0.13	-0.07
222223	-0.6	-0.55
222229	0.61	0.62
222234	-0.15	-0.13
222235	-0.87	-0.91
222236	-0.28	-0.31
222255	0.21	0.18
222256	-1.56	-1.59
222389	-0.82	-0.75
222484	0.28	0.22
222487	-1.56	-1.59
222537	-0.94	-0.98
222545	-1.56	-1.59
222546	-1.56	-1.59
222553	-0.47	-0.46
222584	-0.94	-1.59
222611	-0.94	-1.59
222642	-1.56	-1.1
222643	-1.56	-1.59
222658	1.2	1.21
222662	-1.07	-1.59
222663	-0.28	-0.36
222698	-0.57	-0.67
222826	-1.56	-1.1
222865	-0.87	-0.82
222894	-1.56	-1.59
222950	0.31	0.42
222962	-0.54	-0.38
223082	-0.08	0.03
223117	-0.52	-0.22
225689	-0.78	-0.78
245711	-0.5	-0.43
245806	-1.56	-1.59
245812	0.65	0.62
245927	-1.56	-1.59
245930	-1.56	-1.59
245932	-1.56	-1.59
245972	-0.73	-0.86
245973	-0.67	-0.91
246175	0.17	0.34
246176	-1.56	-1.1
246184	0.3	0.27
246213	-0.71	-0.6
246243	0.06	0
246329	-0.61	-0.58
246330	-0.21	-0.29
246777	-1.56	-1.59
246778	-1.07	-0.98
252839	0.74	0.71
252969	-0.6	-0.63
252983	0.22	0.19
252995	-0.61	-0.57
253012	-1.07	-0.86
253017	-1.56	-1.59
253143	0.71	0.68
253152	-1.56	-1.59
253190	-0.18	-0.16
253260	1.23	1.24
253314	-0.82	-0.65
253430	0.2	0.12
253461	0.76	0.8
253512	0.23	0.18
253558	0.7	0.76
253559	-0.6	-0.55
253635	0.12	0.1
253714	-0.15	0.02
253738	0.1	0.16
253769	-0.94	-1.1
253782	1.16	1.25
253827	1.63	1.71
253832	0.78	1.03
253943	0.84	0.99
253959	0.5	0.65
253980	0.04	0.05
254042	-0.07	-0.04
254048	0.46	0.47
254050	-1.56	-1.59
254065	-0.05	-0.07
254122	-0.36	-0.3
254170	0.04	0.09
254173	-1.56	-1.59
254187	-1.56	-1.59
254225	0.81	0.77
254240	-0.73	-0.75
254251	-0.4	-0.28
254263	-0.36	-0.39
254268	-0.82	-1.1
254295	-0.2	-0.23
254359	0.24	0.22
254394	-0.21	-0.21
254427	-0.34	-0.5
254428	0.91	0.78
254439	-1.56	-1.59
254528	-1.56	-1.59
254531	0.54	0.51
254552	0.1	0.12
254773	-1.07	-1.59
254783	-1.56	-1.59
254786	-1.56	-1.59
254827	-0.54	-0.47
254863	0.26	0.29
254879	-1.56	-1.59
254887	-1.56	-1.59
254950	-1.56	-1.59
254956	-1.07	-1.59
255022	-1.07	-1.59
255027	-0.4	-0.37
255043	-0.5	-0.48
255104	0.05	-0.03
255189	-0.94	-1.59
255220	-1.56	-1.59
255231	-0.78	-0.73
255239	-0.52	-0.58
255252	0.04	-0.05
255275	-1.56	-1.59
255324	-1.07	-1.59
255349	-1.56	-1.59
255374	-0.36	-0.37
255394	-0.06	-0.17
255426	-1.56	-1.59
255488	-0.51	-0.43
255520	-0.02	-0.02
255626	-1.56	-1.59
255631	-0.28	-0.38
255725	-1.56	-1.59
255738	-0.05	-0.05
255743	0.72	0.73
255758	-0.26	-0.29
255762	-0.78	-0.78
255783	0.01	-0.02
255798	-0.6	-0.61
255809	-0.65	-0.7
255877	-0.35	-0.39
255919	0.31	0.42
255928	-0.54	-0.37
255967	0.35	0.44
256006	-1.56	-1.59
256076	-1.56	-0.98
256126	-0.33	-0.35
256130	-0.87	-0.86
256144	-1.56	-1.59
256158	-0.41	-0.49
256281	-0.22	-0.21
256297	-1.56	-1.59
256302	0.43	0.38
256309	-1.56	-1.1
256329	-0.87	-0.75
256356	-0.16	-0.22
256364	0.73	0.79
256380	-0.67	-0.68
256394	-1.56	-1.59
256435	-0.68	-0.67
256471	-0.13	-0.1
256472	0.35	0.63
256536	-1.56	-0.98
256586	-0.25	-0.22
256646	-0.94	-0.82
256691	-0.13	-0.07
256710	-1.56	-1.59
256714	-1.07	-0.91
256764	-0.73	-0.64
256933	-0.94	-0.78
256949	-0.22	-0.28
256957	-1.56	-1.59
256979	-1.56	-1.59
256987	0.32	0.14
257019	-0.38	-0.37
257062	-0.82	-0.75
257068	0.56	0.8
257106	-0.56	-0.6
257144	-1.56	-1.59
257160	0.57	0.58
257169	-0.75	-0.91
257177	-0.61	-0.55
257194	-0.39	-0.35
257202	-1.56	-1.59
257218	0.29	0.3
257236	-0.87	-0.6
257240	-1.56	-1.1
257313	-1.56	-1.59
257364	0.86	0.89
257397	-0.2	-0.1
257407	-1.56	-1.59
257415	-0.08	0.03
257629	-1.07	-0.86
258010	-0.46	-0.39
259173	-0.09	0.01
259215	-1.56	-1.59
259217	-0.09	-0.12
259230	0.3	0.38
259232	-1.56	-1.1
259236	-0.71	-0.86
259240	-1.56	-1.59
259249	-1.56	-1.59
259266	-0.29	-0.02
259282	0.89	1.04
259285	-1.56	-1.59
259286	-1.56	-1.59
